device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_percent
42,4000,4.0,5.9,31.5,33.5,6,8.0,12.7,Medium,Good,6,10.0,3.27,59.19
1,4000,1.6,3.0,31.1,65.0,4,0.3,7.4,Medium,Moderate,6,10.0,2.62,83.47
22,5000,4.9,8.8,31.5,29.9,6,5.6,22.0,Low,Moderate,6,10.0,3.11,69.93
18,5000,5.3,7.4,37.5,9.7,7,10.5,10.1,Medium,Poor,6,10.0,4.86,66.69
30,4500,5.8,10.1,32.1,15.9,6,10.1,15.3,Low,Good,6,10.0,3.58,65.48
4,4000,7.9,11.2,33.8,33.8,3,1.9,15.4,High,Good,7,10.0,3.35,80.53
18,5000,4.2,6.6,29.8,87.6,6,6.2,5.0,Low,Moderate,5,10.0,2.75,66.99
33,4000,4.8,7.2,31.4,45.2,4,7.5,5.8,Medium,Moderate,5,10.0,3.23,64.79
9,5000,7.0,9.9,30.5,38.3,2,5.4,17.7,Medium,Good,8,10.0,2.85,75.33
24,5000,4.0,6.5,33.1,90.5,4,2.2,1.4,Medium,Good,6,10.0,3.24,65.12
1,3000,5.8,10.0,34.8,76.9,0,1.7,9.2,Medium,Moderate,7,10.0,3.58,77.94
10,4000,4.7,8.8,30.8,57.6,2,2.9,13.5,Low,Good,6,10.0,2.74,78.3
30,4000,5.0,8.3,31.9,9.2,7,5.9,12.4,Low,Moderate,6,10.0,3.22,67.35
14,5000,7.0,9.3,32.9,84.4,5,2.4,8.0,Low,Poor,5,10.0,3.18,70.43
8,4000,4.8,5.7,30.5,39.7,7,2.9,7.8,Low,Good,5,10.0,2.66,80.24
22,5000,7.1,11.8,30.7,93.1,6,3.0,3.7,High,Good,5,10.0,2.72,62.08
18,4000,1.6,3.0,27.8,20.3,5,5.0,5.4,Low,Good,6,10.0,2.19,77.15
8,3000,2.6,4.6,32.4,49.9,6,3.3,18.2,Low,Good,6,10.0,3.15,75.33
34,4000,1.0,3.0,29.9,50.7,1,2.0,11.0,Low,Good,8,10.0,2.45,63.96
20,3000,3.2,6.1,31.2,51.7,3,1.9,6.9,Medium,Poor,7,10.0,2.75,71.86
8,4500,9.2,14.3,33.0,85.3,3,8.3,13.1,Low,Moderate,6,10.0,3.64,69.9
27,4000,5.5,8.2,31.8,71.9,0,6.2,7.7,High,Moderate,8,10.0,3.22,64.0
45,4000,4.1,8.1,28.4,39.0,4,5.0,4.5,Low,Moderate,6,10.0,2.34,57.02
6,4000,7.1,11.4,36.5,28.0,6,3.8,7.1,High,Good,5,10.0,4.13,73.18
15,3000,7.3,11.6,32.6,78.6,6,0.6,2.9,Medium,Moderate,4,10.0,2.98,67.68
15,4000,3.1,3.9,31.6,90.8,1,7.6,18.0,Medium,Good,7,10.0,3.28,72.2
32,4000,10.5,14.6,31.5,37.4,5,2.0,13.1,Low,Good,6,10.0,2.83,63.56
3,5000,6.1,8.8,29.5,9.9,4,2.1,13.1,High,Good,7,10.0,2.38,86.81
3,4500,6.3,8.0,33.2,50.8,5,5.7,7.3,Medium,Good,6,10.0,3.51,76.11
38,3000,6.5,9.4,33.7,76.0,4,7.6,9.7,High,Moderate,6,10.0,3.77,51.39
39,5000,6.5,10.5,34.5,46.2,0,3.4,7.5,Medium,Good,8,10.0,3.64,58.13
16,3000,4.3,7.4,28.5,24.6,5,4.5,2.9,Medium,Good,7,10.0,2.33,74.48
36,5000,9.7,14.2,34.3,40.4,2,0.7,14.5,High,Good,8,10.0,3.39,57.53
38,4500,4.9,10.3,28.5,23.2,5,3.7,14.0,High,Moderate,6,10.0,2.26,65.07
28,5000,7.4,12.4,30.2,42.2,2,2.8,12.0,Low,Poor,7,10.0,2.6,66.3
35,3000,4.6,6.8,33.6,68.6,0,4.6,10.1,Medium,Moderate,8,10.0,3.53,57.45
37,4000,4.2,7.4,32.9,52.8,0,4.0,5.6,High,Moderate,9,10.0,3.32,63.16
38,4000,9.3,13.4,34.1,56.7,6,1.4,11.7,Low,Moderate,5,10.0,3.4,53.65
36,4500,5.3,8.2,33.8,17.0,0,6.2,5.1,High,Moderate,9,10.0,3.69,61.22
34,3000,5.4,7.8,34.0,50.7,4,5.1,5.8,Medium,Good,7,10.0,3.65,58.98
6,3000,6.1,7.9,30.9,32.5,5,2.6,5.2,High,Moderate,6,10.0,2.73,79.27
26,3000,10.7,16.6,32.0,55.6,5,0.9,6.7,Low,Good,5,10.0,2.88,64.73
27,4500,9.8,14.8,34.7,33.4,4,9.8,6.2,High,Good,7,10.0,4.17,61.87
21,4000,8.1,12.2,31.8,3.7,1,3.4,13.6,High,Good,8,10.0,3.0,73.27
13,5000,11.2,16.8,32.5,44.6,0,4.6,4.9,High,Poor,8,10.0,3.25,75.51
6,4500,3.6,4.5,30.2,59.3,4,1.9,9.9,High,Good,6,10.0,2.53,79.9
36,5000,6.8,11.8,35.9,38.8,2,5.3,13.0,Low,Good,8,10.0,4.1,56.34
21,4000,5.7,8.7,29.9,73.0,5,3.7,16.1,Medium,Good,6,10.0,2.58,65.93
4,4500,2.0,3.0,27.6,21.6,5,4.1,11.9,Medium,Moderate,7,10.0,2.09,85.43
1,4000,6.4,8.3,29.5,15.9,0,1.3,0.5,Medium,Good,10,10.0,2.31,88.98
26,5000,4.5,8.2,38.3,51.4,2,3.8,8.9,Low,Good,8,10.0,4.57,60.81
20,3000,8.6,13.8,32.5,25.1,3,1.3,13.6,Low,Moderate,7,10.0,3.01,69.87
37,3000,4.7,7.1,29.8,36.5,1,5.0,5.1,High,Good,8,10.0,2.67,66.1
14,5000,4.6,5.6,32.0,66.7,3,5.2,16.6,Medium,Moderate,7,10.0,3.18,71.27
20,3000,8.6,14.5,34.0,94.7,1,3.8,16.5,Medium,Moderate,7,10.0,3.55,61.61
9,5000,5.4,7.7,32.1,59.8,0,3.4,12.5,Medium,Good,7,10.0,3.07,73.91
22,4500,7.8,11.1,32.3,92.5,5,4.5,14.8,Low,Moderate,4,10.0,3.2,63.04
38,4500,6.3,9.5,30.2,59.9,1,1.6,16.0,High,Good,8,10.0,2.5,59.35
4,4500,6.4,9.9,34.1,36.5,4,11.8,10.3,High,Good,7,10.0,4.18,77.79
0,3000,5.0,7.3,32.2,52.3,2,2.4,14.4,Medium,Poor,7,10.0,3.03,82.53
12,4000,6.5,6.4,32.0,80.1,5,5.0,4.2,Low,Good,5,10.0,3.17,70.5
20,3000,5.2,8.1,30.4,63.3,4,6.5,13.6,Low,Moderate,6,10.0,2.92,71.95
25,3000,3.9,6.8,37.7,37.7,0,2.8,12.0,High,Moderate,9,10.0,4.34,64.38
44,4000,5.3,7.0,33.8,15.7,6,6.0,22.5,High,Moderate,6,10.0,3.68,51.7
20,4000,8.1,13.7,31.7,71.5,3,8.5,8.1,Low,Good,7,10.0,3.36,68.97
17,4000,6.6,10.7,27.8,56.9,2,4.7,16.4,Low,Moderate,7,10.0,2.16,73.01
36,4000,7.0,11.0,29.5,58.9,0,1.7,14.8,Low,Good,8,10.0,2.35,64.46
44,3000,5.5,7.2,31.4,70.2,4,1.6,9.5,High,Good,6,10.0,2.78,53.23
31,5000,1.6,3.0,32.6,66.2,4,11.4,0.9,High,Moderate,6,10.0,3.79,62.15
35,4500,3.1,4.9,28.8,66.0,1,2.2,8.0,High,Good,7,10.0,2.21,64.54
16,5000,4.9,7.3,30.9,83.8,1,5.6,9.4,Medium,Good,7,10.0,2.95,71.83
34,3000,3.2,5.7,29.0,46.9,3,11.1,14.8,Low,Good,7,10.0,2.94,65.43
48,4000,4.5,6.3,30.5,27.1,7,2.9,11.4,Medium,Good,5,10.0,2.66,52.4
10,4500,4.4,6.3,27.5,72.0,1,1.9,10.2,Low,Good,8,10.0,1.9,78.08
20,4500,4.4,6.0,29.0,52.7,1,3.1,14.1,Low,Poor,8,10.0,2.34,75.75
25,5000,8.4,12.1,37.7,42.0,6,4.1,13.9,Medium,Good,6,10.0,4.43,63.21
3,3000,5.4,7.9,29.1,37.4,1,4.9,14.8,High,Good,8,10.0,2.5,83.26
33,3000,7.4,10.9,32.1,7.6,3,1.0,5.7,Medium,Moderate,7,10.0,2.9,65.75
47,3000,5.8,8.5,31.8,56.6,0,1.9,14.9,Low,Good,8,10.0,2.9,55.22
17,4500,8.3,13.4,31.2,63.9,5,3.4,16.5,High,Poor,4,10.0,2.86,69.72
39,5000,7.5,12.8,30.0,57.0,2,4.8,23.4,Medium,Good,6,10.0,2.7,57.9
34,4500,4.3,5.2,32.4,62.7,0,5.6,12.5,High,Moderate,7,10.0,3.32,58.81
40,4500,9.4,15.6,32.7,80.0,5,6.8,15.5,Medium,Good,5,10.0,3.48,53.96
28,4000,4.6,7.6,29.5,55.1,5,1.6,12.3,Medium,Good,6,10.0,2.34,68.79
28,5000,5.9,8.0,37.7,74.0,0,3.4,13.2,High,Good,7,10.0,4.39,58.84
37,4000,6.3,9.1,35.8,79.5,0,3.4,15.5,High,Good,7,10.0,3.94,52.97
41,3000,6.5,10.0,33.1,72.9,4,6.2,1.9,High,Good,6,10.0,3.53,52.25
20,4500,7.1,9.0,35.0,27.8,6,6.1,11.5,High,Good,6,10.0,3.95,66.41
41,5000,4.0,5.9,30.7,67.0,2,1.6,11.6,Medium,Good,8,10.0,2.61,61.13
12,3000,6.9,10.9,35.7,51.6,2,1.1,7.0,High,Poor,7,10.0,3.76,73.99
48,5000,6.7,9.2,26.7,48.1,4,2.5,2.3,Medium,Good,7,10.0,1.76,59.4
40,4500,5.5,6.8,32.7,45.5,5,1.0,7.7,High,Moderate,6,10.0,3.04,59.25
16,5000,5.1,7.9,28.7,25.0,4,1.7,11.6,Medium,Good,7,10.0,2.17,74.24
8,3000,3.9,8.0,33.8,79.5,7,7.8,8.9,Medium,Moderate,4,10.0,3.81,71.32
40,4000,6.5,9.0,31.4,18.6,5,0.8,11.4,Medium,Poor,6,10.0,2.72,57.73
0,4500,4.2,5.6,32.0,77.1,1,0.8,5.3,High,Good,7,10.0,2.86,81.85
1,4000,6.0,8.8,33.1,50.2,4,1.1,10.8,Low,Good,6,10.0,3.15,82.43
47,4500,5.3,9.5,29.9,59.4,3,6.4,11.7,Low,Good,8,10.0,2.79,55.95
28,3000,2.8,3.0,31.5,36.3,6,4.4,3.7,High,Good,6,10.0,3.01,69.04
32,4500,3.6,6.2,31.1,57.1,4,0.3,3.2,Low,Good,6,10.0,2.62,62.4
9,4000,6.3,9.0,30.8,23.9,1,1.6,14.0,Low,Good,8,10.0,2.65,81.65
39,4500,4.5,6.3,30.8,64.8,4,0.6,10.7,High,Moderate,6,10.0,2.57,57.55
20,3000,4.4,5.6,35.0,47.5,3,0.9,4.9,Low,Moderate,7,10.0,3.56,71.18
27,4500,4.0,5.7,30.0,82.6,4,5.7,7.9,High,Good,7,10.0,2.75,62.62
10,4000,4.0,5.1,30.1,21.8,7,2.4,12.4,Low,Good,6,10.0,2.53,79.4
33,3000,8.8,12.6,31.8,45.5,5,5.0,5.4,Medium,Good,7,10.0,3.12,63.79
7,4000,3.3,3.0,36.5,10.4,7,0.0,17.7,Medium,Poor,7,10.0,3.84,77.36
21,4500,8.4,10.9,36.1,47.0,0,3.2,12.8,Medium,Good,7,10.0,3.99,67.14
7,5000,4.8,7.6,33.2,53.5,6,0.3,14.1,Medium,Moderate,6,10.0,3.12,76.47
48,4000,4.2,7.6,34.0,24.2,2,1.7,10.9,Medium,Good,8,10.0,3.39,56.63
14,4500,6.3,12.6,32.0,56.3,6,0.9,13.0,Medium,Good,5,10.0,2.86,73.58
16,5000,5.6,9.3,32.6,23.0,3,1.8,20.6,High,Moderate,7,10.0,3.07,70.5
22,5000,5.1,7.1,33.6,50.0,3,1.6,7.8,High,Good,7,10.0,3.29,70.81
23,3000,5.9,6.9,27.8,28.6,3,3.9,8.1,Low,Good,8,10.0,2.12,76.27
44,5000,5.6,8.9,32.5,74.7,5,2.4,20.5,Medium,Good,5,10.0,3.09,52.85
18,4000,5.1,6.2,32.8,14.4,7,2.6,16.5,Medium,Good,6,10.0,3.19,69.5
4,4000,7.4,10.2,33.7,73.2,0,2.3,9.1,Low,Moderate,7,10.0,3.38,79.63
31,5000,2.6,4.8,29.8,80.1,0,0.9,6.1,High,Good,7,10.0,2.36,64.92
43,4500,3.7,5.8,31.4,31.5,2,5.4,7.9,Medium,Good,8,10.0,3.08,57.82
0,4000,3.9,5.0,31.4,24.4,1,2.9,20.2,High,Good,8,10.0,2.89,84.7
22,4000,3.4,3.4,23.1,45.6,2,1.3,10.5,High,Good,7,10.0,1.0,78.48
36,3000,5.7,8.7,30.9,51.3,7,1.9,15.3,High,Poor,6,10.0,2.68,57.75
7,4500,6.5,10.1,29.6,14.8,7,7.6,11.2,High,Moderate,6,10.0,2.8,77.86
12,5000,1.6,3.9,28.6,17.7,3,1.6,11.6,Medium,Good,7,10.0,2.12,82.52
7,4500,4.6,4.3,32.1,55.8,3,2.1,13.0,High,Moderate,8,10.0,2.98,76.74
22,3000,4.9,7.4,34.7,88.3,6,5.4,9.4,Medium,Poor,4,10.0,3.84,62.71
42,3000,4.9,8.3,31.9,11.7,3,2.7,8.7,Low,Good,8,10.0,2.98,61.86
0,4500,2.9,4.0,31.1,38.2,6,2.8,17.9,Low,Poor,6,10.0,2.79,81.27
44,3000,4.9,5.7,33.6,65.2,2,3.8,8.9,Low,Moderate,7,10.0,3.45,54.56
23,3000,3.7,4.6,29.3,27.8,1,5.5,12.6,High,Poor,9,10.0,2.58,74.91
34,3000,4.8,7.3,28.6,74.4,1,0.7,15.4,Low,Good,8,10.0,2.05,66.47
23,4500,2.1,3.0,33.3,47.0,2,7.5,12.9,High,Good,8,10.0,3.67,66.72
16,3000,4.8,7.6,36.7,86.1,5,5.3,13.8,Medium,Moderate,5,10.0,4.3,61.63
4,5000,4.1,7.4,32.5,29.8,3,1.1,1.8,Low,Good,7,10.0,2.98,82.98
19,5000,5.0,7.1,31.1,30.1,7,2.6,11.2,High,Poor,6,10.0,2.79,73.19
20,4000,6.1,10.4,38.9,48.7,6,1.7,16.4,Medium,Moderate,5,10.0,4.54,61.4
39,5000,5.4,8.0,28.5,47.2,6,1.4,21.3,High,Moderate,6,10.0,2.1,58.06
30,4000,7.1,11.0,34.2,28.3,7,10.7,15.8,High,Moderate,6,10.0,4.11,59.4
45,4500,4.8,7.1,32.5,20.7,2,6.6,11.3,Medium,Moderate,8,10.0,3.41,55.76
35,3000,6.7,10.5,35.7,15.9,2,3.9,12.9,Medium,Good,8,10.0,3.95,63.21
10,5000,7.7,12.2,29.3,23.3,4,1.3,13.6,Low,Good,7,10.0,2.26,78.71
14,4000,6.0,9.7,36.4,45.6,7,6.9,0.0,High,Good,5,10.0,4.35,71.3
18,4500,5.5,8.2,28.7,36.2,4,1.9,4.2,Low,Poor,7,10.0,2.18,75.68
6,4000,6.3,6.2,31.8,86.2,6,2.1,10.7,High,Good,5,10.0,2.92,76.1
27,3000,6.1,9.8,30.7,49.6,6,1.7,9.6,High,Good,5,10.0,2.63,64.54
42,5000,7.5,9.3,29.6,31.6,6,3.0,8.1,Low,Moderate,6,10.0,2.46,58.09
4,4500,7.1,10.0,33.3,15.2,0,5.1,11.9,Low,Moderate,8,10.0,3.5,80.07
4,4000,7.1,8.3,33.3,26.6,0,5.8,12.5,High,Good,10,10.0,3.54,80.59
29,4500,5.6,10.1,34.7,50.1,7,2.9,2.3,Medium,Moderate,5,10.0,3.66,60.45
31,4000,6.2,9.7,30.3,73.9,2,7.2,3.1,High,Good,7,10.0,2.95,64.18
7,4000,6.1,8.9,32.4,48.2,4,2.5,7.9,Low,Moderate,7,10.0,3.09,74.61
9,3000,3.1,6.0,31.7,73.0,3,1.8,12.8,High,Good,7,10.0,2.86,73.5
37,3000,7.6,12.0,31.7,27.5,0,3.2,9.0,High,Good,8,10.0,2.97,60.74
46,4000,2.2,3.4,28.5,31.9,3,5.2,7.3,Medium,Good,7,10.0,2.37,57.43
31,5000,6.9,10.8,32.1,92.3,3,5.8,17.1,Medium,Moderate,6,10.0,3.25,57.9
47,4500,6.0,8.7,35.3,93.2,0,3.2,13.3,Medium,Good,8,10.0,3.8,50.0
27,4500,4.9,6.2,32.5,66.2,5,3.5,9.1,Low,Moderate,6,10.0,3.17,63.22
16,3000,6.3,10.4,32.2,58.2,7,11.5,19.0,Medium,Good,6,10.0,3.72,66.2
30,5000,6.3,9.4,32.0,72.0,2,6.7,10.5,High,Moderate,7,10.0,3.31,64.63
7,4000,2.9,3.0,27.7,76.3,4,2.5,14.8,Medium,Moderate,6,10.0,1.98,81.11
39,3000,8.3,13.0,27.7,61.4,0,0.9,5.2,Low,Good,8,10.0,1.85,59.29
24,4000,5.6,8.5,32.3,87.1,1,1.5,3.0,Low,Moderate,5,10.0,2.98,68.91
8,4000,10.1,16.9,34.2,63.2,1,2.7,6.0,Low,Good,7,10.0,3.5,73.94
1,3000,7.1,10.9,32.5,87.3,3,1.0,12.7,Low,Good,6,10.0,3.0,75.96
14,5000,5.6,7.2,32.1,83.2,1,5.1,9.4,Medium,Good,7,10.0,3.22,70.62
2,4500,4.1,4.4,31.2,27.0,3,1.9,9.1,High,Good,7,10.0,2.75,86.66
48,3000,5.3,9.2,28.9,74.5,5,4.7,11.2,High,Moderate,5,10.0,2.42,53.24
35,5000,5.8,8.6,29.5,19.8,5,3.1,10.8,High,Moderate,6,10.0,2.46,63.82
3,4000,8.4,11.8,32.7,36.7,5,1.5,16.1,High,Good,6,10.0,3.08,80.37
13,3000,8.0,11.2,34.3,67.9,5,2.1,7.2,Low,Moderate,5,10.0,3.49,67.47
40,4500,6.4,10.9,35.4,44.4,6,4.6,2.9,High,Good,6,10.0,3.94,51.27
40,4500,9.0,14.0,33.2,52.7,5,3.2,18.2,Low,Moderate,6,10.0,3.32,56.29
24,4000,1.5,3.3,27.7,56.4,4,2.7,7.7,High,Good,7,10.0,1.99,74.67
9,3000,6.4,9.9,31.3,58.9,0,4.9,16.0,High,Good,7,10.0,2.99,75.48
20,4500,8.0,11.2,37.2,92.6,0,3.2,12.0,High,Good,7,10.0,4.25,62.84
35,3000,6.6,11.7,31.1,79.0,4,6.2,17.3,High,Poor,6,10.0,3.06,54.06
11,4500,2.8,3.9,34.2,54.9,3,4.9,6.9,High,Moderate,7,10.0,3.68,76.33
26,4000,8.3,13.2,35.7,78.7,5,2.0,14.4,Low,Moderate,4,10.0,3.82,60.24
39,4000,7.0,11.6,30.1,19.6,6,1.6,8.6,Medium,Good,5,10.0,2.48,61.69
1,3000,6.2,9.3,31.9,83.6,2,8.6,6.7,Medium,Good,6,10.0,3.42,76.45
12,5000,5.7,7.4,34.8,91.1,1,4.2,18.4,Low,Good,7,10.0,3.77,71.78
31,5000,9.5,13.6,34.3,28.5,7,1.8,6.3,High,Good,6,10.0,3.47,59.05
30,4000,6.4,10.3,33.2,66.1,6,0.4,6.0,Low,Poor,5,10.0,3.11,60.0
15,4500,5.0,8.1,36.8,50.8,5,0.6,4.4,Low,Good,6,10.0,3.96,67.39
31,5000,3.9,7.1,30.9,62.8,4,0.8,7.8,Medium,Good,6,10.0,2.61,64.92
31,4000,7.0,11.7,30.2,36.4,7,3.0,10.8,Low,Moderate,6,10.0,2.61,61.76
33,4500,7.5,10.3,33.3,74.1,1,4.6,9.2,High,Good,6,10.0,3.45,60.45
10,4500,5.6,9.9,32.0,68.8,2,1.2,11.9,Low,Good,6,10.0,2.9,73.8
9,5000,4.4,5.6,34.0,31.7,6,3.7,2.1,Medium,Good,6,10.0,3.53,76.25
14,4000,8.2,12.8,31.3,21.9,3,3.2,9.8,High,Moderate,6,10.0,2.89,75.39
16,4500,3.7,8.0,30.2,54.3,6,3.2,2.9,Medium,Good,5,10.0,2.62,70.01
39,4500,9.4,14.5,30.9,33.9,5,2.2,7.8,High,Moderate,6,10.0,2.71,59.99
17,3000,4.0,4.3,31.8,54.7,1,1.1,8.8,High,Moderate,8,10.0,2.84,72.3
8,3000,2.9,4.1,36.9,85.3,3,1.0,9.8,Medium,Good,6,10.0,4.02,73.42
24,5000,3.2,7.0,29.1,65.1,5,4.6,11.8,Medium,Good,6,10.0,2.47,69.89
39,3000,3.3,4.7,32.8,27.5,2,8.7,3.7,Low,Good,8,10.0,3.64,62.72
13,4000,5.0,8.9,29.1,90.1,3,3.5,7.8,Low,Good,6,10.0,2.38,75.02
24,5000,4.6,5.9,30.6,48.0,6,4.2,21.4,High,Good,6,10.0,2.77,69.09
21,5000,7.5,11.0,34.3,70.6,2,5.9,9.6,High,Good,7,10.0,3.78,64.12
29,3000,7.3,10.7,31.7,41.9,0,5.1,9.0,High,Good,8,10.0,3.11,67.32
19,4500,5.1,9.5,27.1,35.2,1,4.1,0.4,High,Good,7,10.0,1.96,77.08
20,4000,11.7,17.3,39.2,45.2,1,8.2,10.8,Low,Good,8,10.0,5.1,59.32
43,4000,5.0,5.7,33.0,55.8,6,5.9,2.1,Low,Poor,5,10.0,3.49,52.17
31,4000,5.3,10.3,30.0,11.4,6,0.9,0.0,Medium,Poor,6,10.0,2.39,66.24
45,5000,2.9,4.6,31.1,56.6,2,2.5,12.2,Low,Poor,8,10.0,2.78,54.74
48,4000,5.3,8.7,30.8,78.5,2,1.4,12.2,High,Good,6,10.0,2.61,53.24
20,4500,6.1,7.5,35.0,33.8,4,5.3,1.9,Low,Good,7,10.0,3.9,70.32
34,4500,3.1,5.0,29.5,47.7,2,0.5,3.0,High,Good,8,10.0,2.24,67.4
31,3000,4.5,6.8,34.3,54.7,2,6.9,6.1,Medium,Moderate,8,10.0,3.84,59.27
29,4000,6.2,8.3,33.1,24.2,6,2.0,19.7,Medium,Poor,6,10.0,3.2,62.76
38,5000,4.5,7.3,35.5,81.4,3,3.9,11.4,Low,Good,6,10.0,3.91,54.54
48,3000,4.0,4.3,28.5,62.2,7,6.0,12.9,Low,Moderate,6,10.0,2.45,56.03
11,4500,7.1,9.6,33.2,37.7,3,3.9,16.1,Medium,Good,7,10.0,3.36,76.67
40,4000,2.9,5.6,32.4,50.8,7,1.2,17.6,High,Good,4,10.0,2.99,55.16
46,4500,3.3,4.3,29.8,76.7,1,6.2,10.7,Low,Good,7,10.0,2.76,53.68
17,3000,5.9,8.3,32.5,37.7,7,3.9,12.3,Medium,Good,5,10.0,3.21,71.8
20,4500,7.2,10.9,35.5,35.3,3,4.5,10.1,High,Good,7,10.0,3.95,66.88
12,4000,6.1,8.8,32.1,78.0,3,1.0,0.1,Low,Good,6,10.0,2.89,74.84
20,4000,5.1,8.3,33.5,13.2,1,7.0,11.4,Low,Moderate,8,10.0,3.66,73.28
7,3000,4.9,7.5,31.0,32.6,6,2.4,7.3,High,Good,6,10.0,2.75,81.02
45,4000,7.5,9.8,31.7,50.2,5,0.2,0.0,Medium,Good,6,10.0,2.75,55.93
39,4500,7.2,10.1,33.6,53.9,0,5.0,6.1,High,Moderate,8,10.0,3.55,57.42
45,4500,5.6,7.6,31.6,81.4,4,1.4,7.5,High,Good,7,10.0,2.81,52.57
6,5000,4.9,7.0,28.3,35.7,3,2.5,14.6,Low,Good,6,10.0,2.14,82.19
22,5000,5.6,8.5,29.9,73.3,0,2.4,9.2,Low,Good,7,10.0,2.49,67.74
43,5000,4.0,6.4,30.8,77.2,7,2.2,6.3,Medium,Good,5,10.0,2.69,55.21
31,4500,5.2,5.4,29.7,78.9,4,1.3,3.4,High,Moderate,6,10.0,2.36,65.76
10,4500,4.5,7.8,28.2,15.4,1,5.0,8.8,Low,Moderate,9,10.0,2.29,83.1
21,3000,5.3,7.9,33.7,77.8,3,5.4,10.7,Medium,Moderate,6,10.0,3.59,66.9
21,5000,4.6,5.8,35.8,29.2,5,2.8,12.8,High,Moderate,6,10.0,3.89,67.25
42,4500,6.5,10.8,28.3,20.7,3,2.9,14.1,Low,Good,7,10.0,2.15,60.86
24,3000,7.1,8.6,31.0,75.1,2,4.9,2.8,Medium,Good,6,10.0,2.93,64.96
21,4500,4.7,5.5,31.3,52.7,3,2.7,11.2,Low,Good,7,10.0,2.84,68.57
27,3000,3.9,7.9,26.7,26.3,3,7.1,9.1,Medium,Good,7,10.0,2.1,69.54
28,5000,6.9,10.5,32.2,50.0,0,3.3,8.7,Medium,Good,8,10.0,3.09,66.63
12,5000,5.9,8.1,31.1,86.8,0,9.6,11.0,High,Good,7,10.0,3.3,72.62
17,5000,4.8,7.3,30.8,44.4,7,2.0,18.5,Low,Good,6,10.0,2.66,71.96
1,4500,8.3,12.2,32.5,68.0,3,3.4,8.5,Medium,Good,6,10.0,3.18,77.33
28,4500,4.4,6.6,28.8,16.0,5,1.7,10.5,High,Poor,6,10.0,2.17,68.85
20,3000,1.5,3.0,26.4,61.6,7,5.5,5.0,Low,Moderate,5,10.0,1.91,72.77
14,4000,4.1,5.9,30.9,28.0,4,2.2,4.5,High,Good,6,10.0,2.7,75.61
26,4000,8.7,13.5,39.5,58.7,7,3.3,4.2,High,Good,4,10.0,4.8,58.24
30,5000,4.9,7.1,35.7,70.4,1,8.7,2.0,Low,Good,7,10.0,4.31,59.13
14,4000,4.5,5.9,34.8,65.5,5,2.7,6.6,Medium,Good,6,10.0,3.66,71.87
22,5000,5.6,7.2,33.5,69.8,7,3.3,18.8,High,Poor,6,10.0,3.4,61.0
23,3000,7.5,12.6,30.2,27.7,0,4.0,6.0,Low,Good,9,10.0,2.67,74.62
43,4000,5.3,8.6,32.0,31.1,6,1.2,8.3,Low,Moderate,6,10.0,2.89,59.15
12,4000,6.7,11.1,33.4,33.3,7,4.2,2.9,Low,Good,6,10.0,3.43,75.93
21,5000,5.1,7.7,33.6,32.7,5,4.3,8.9,Medium,Moderate,6,10.0,3.49,67.49
42,3000,6.7,10.3,32.9,61.4,5,3.3,4.5,Low,Good,5,10.0,3.26,55.85
36,4000,5.9,8.6,35.1,79.6,4,5.5,8.3,Medium,Moderate,7,10.0,3.93,52.73
32,4000,4.7,8.2,34.5,70.6,5,1.2,8.2,Medium,Good,5,10.0,3.48,61.32
2,4000,6.0,8.7,32.1,4.3,3,1.9,9.4,Low,Good,8,10.0,2.96,83.11
18,3000,4.4,5.6,31.9,20.3,2,1.5,15.5,Low,Moderate,9,10.0,2.88,76.96
22,3000,2.7,4.6,30.3,84.2,0,3.1,18.9,High,Moderate,8,10.0,2.65,66.43
28,4000,5.5,8.0,29.9,54.1,5,4.1,18.9,Medium,Good,6,10.0,2.63,67.11
29,5000,2.9,4.6,35.0,54.4,0,1.5,10.5,High,Good,8,10.0,3.61,66.56
38,5000,6.7,10.8,35.1,37.8,7,7.6,10.9,Medium,Good,5,10.0,4.09,56.39
43,4000,5.4,7.6,31.8,67.3,2,1.9,10.5,Low,Good,6,10.0,2.89,58.24
46,3000,8.3,12.3,38.0,78.3,3,4.8,13.8,High,Moderate,6,10.0,4.56,50.0
24,4000,4.8,6.9,33.9,90.9,0,1.1,6.6,High,Good,8,10.0,3.33,62.31
36,3000,5.5,9.5,32.6,84.9,6,3.6,4.9,Low,Moderate,5,10.0,3.2,58.38
46,4000,2.6,3.9,34.7,30.3,3,8.2,0.0,Low,Good,7,10.0,4.06,53.16
7,3000,3.3,5.1,33.2,83.1,4,3.9,14.5,High,Good,6,10.0,3.38,71.82
41,4500,2.1,3.0,30.5,62.0,6,3.7,11.1,Low,Moderate,5,10.0,2.72,57.01
15,5000,7.7,12.2,29.4,19.0,0,6.4,5.9,Low,Good,8,10.0,2.67,77.33
7,4500,4.6,7.3,31.5,61.0,3,4.2,18.0,Medium,Moderate,6,10.0,3.0,73.85
